fit_id,validation,holdout_year,model_id,orchard_id,threshold,spec,inner_MAE_days,training_years,fit_season_ids,selection_mode
main_P1_P1-H3_LOYO_2026,LOYO,2026,P1-H3,bannei,571.6846154,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H3_LOYO_2026,LOYO,2026,P1-H3,hongming,552.0461538,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H3_LOYO_2026,LOYO,2026,P1-H3,luhong,328.0346154,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-B0_rolling_2024,rolling,2024,P1-B0,bannei,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",0,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-B0_rolling_2024,rolling,2024,P1-B0,hongming,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",0,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-B0_rolling_2024,rolling,2024,P1-B0,luhong,128,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",0,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-B1_rolling_2024,rolling,2024,P1-B1,bannei,19,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",3.333333333,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-B1_rolling_2024,rolling,2024,P1-B1,hongming,9,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",3.333333333,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-B1_rolling_2024,rolling,2024,P1-B1,luhong,2,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",3.333333333,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-D1_rolling_2024,rolling,2024,P1-D1,bannei,50.5,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmean_c""}",4,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-D1_rolling_2024,rolling,2024,P1-D1,hongming,42.5,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmean_c""}",4,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-D1_rolling_2024,rolling,2024,P1-D1,luhong,28,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmean_c""}",4,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-D2_rolling_2024,rolling,2024,P1-D2,bannei,130.35,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",25.5,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-D2_rolling_2024,rolling,2024,P1-D2,hongming,116.7,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",25.5,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-D2_rolling_2024,rolling,2024,P1-D2,luhong,50.85,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",25.5,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-H1_rolling_2024,rolling,2024,P1-H1,bannei,1220.5,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",4.5,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-H1_rolling_2024,rolling,2024,P1-H1,hongming,1029.5,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",4.5,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-H1_rolling_2024,rolling,2024,P1-H1,luhong,647.5,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",4.5,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-H2_rolling_2024,rolling,2024,P1-H2,bannei,3159.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",23.66666667,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-H2_rolling_2024,rolling,2024,P1-H2,hongming,3045.55,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",23.66666667,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-H2_rolling_2024,rolling,2024,P1-H2,luhong,1375.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",23.66666667,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-H3_rolling_2024,rolling,2024,P1-H3,bannei,774.185,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}",7.666666667,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P1_P1-H3_rolling_2024,rolling,2024,P1-H3,hongming,721.58,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}",7.666666667,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P1_P1-H3_rolling_2024,rolling,2024,P1-H3,luhong,426.405,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}",7.666666667,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P1_P1-B0_rolling_2025,rolling,2025,P1-B0,bannei,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.111111111,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-B0_rolling_2025,rolling,2025,P1-B0,hongming,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.111111111,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-B0_rolling_2025,rolling,2025,P1-B0,luhong,128,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.111111111,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-B1_rolling_2025,rolling,2025,P1-B1,bannei,19,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",9,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-B1_rolling_2025,rolling,2025,P1-B1,hongming,14,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",9,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-B1_rolling_2025,rolling,2025,P1-B1,luhong,2,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",9,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-D1_rolling_2025,rolling,2025,P1-D1,bannei,59,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",4.555555556,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-D1_rolling_2025,rolling,2025,P1-D1,hongming,63,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",4.555555556,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-D1_rolling_2025,rolling,2025,P1-D1,luhong,39,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",4.555555556,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-D2_rolling_2025,rolling,2025,P1-D2,bannei,103,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",16.11111111,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-D2_rolling_2025,rolling,2025,P1-D2,hongming,98.7,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",16.11111111,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-D2_rolling_2025,rolling,2025,P1-D2,luhong,34.6,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 22}",16.11111111,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-H1_rolling_2025,rolling,2025,P1-H1,bannei,1194,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",5.777777778,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H1_rolling_2025,rolling,2025,P1-H1,hongming,1018,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",5.777777778,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H1_rolling_2025,rolling,2025,P1-H1,luhong,617,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",5.777777778,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-H2_rolling_2025,rolling,2025,P1-H2,bannei,2621.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",13.22222222,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H2_rolling_2025,rolling,2025,P1-H2,hongming,3093,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",13.22222222,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H2_rolling_2025,rolling,2025,P1-H2,luhong,993.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",13.22222222,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-H3_rolling_2025,rolling,2025,P1-H3,bannei,571.6846154,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",5.222222222,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H3_rolling_2025,rolling,2025,P1-H3,hongming,552.0461538,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",5.222222222,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H3_rolling_2025,rolling,2025,P1-H3,luhong,309.9076923,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",5.222222222,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P1_P1-B0_rolling_2026,rolling,2026,P1-B0,bannei,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.4,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-B0_rolling_2026,rolling,2026,P1-B0,hongming,117,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.4,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-B0_rolling_2026,rolling,2026,P1-B0,luhong,130.5,"{""kind"": ""duration"", ""model_id"": ""P1-B0""}",6.4,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-B1_rolling_2026,rolling,2026,P1-B1,bannei,19,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",10.6,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-B1_rolling_2026,rolling,2026,P1-B1,hongming,14,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",10.6,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-B1_rolling_2026,rolling,2026,P1-B1,luhong,8.5,"{""kind"": ""calendar"", ""model_id"": ""P1-B1""}",10.6,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-D1_rolling_2026,rolling,2026,P1-D1,bannei,59,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",5.2,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-D1_rolling_2026,rolling,2026,P1-D1,hongming,63,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",5.2,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-D1_rolling_2026,rolling,2026,P1-D1,luhong,41.5,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",5.2,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-D2_rolling_2026,rolling,2026,P1-D2,bannei,50.6,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 20}",17.4,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-D2_rolling_2026,rolling,2026,P1-D2,hongming,54.3,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 20}",17.4,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-D2_rolling_2026,rolling,2026,P1-D2,luhong,19.3,"{""kind"": ""cold_degree_day"", ""model_id"": ""P1-D2"", ""temperature"": 20}",17.4,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-H1_rolling_2026,rolling,2026,P1-H1,bannei,1194,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",6.6,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H1_rolling_2026,rolling,2026,P1-H1,hongming,1018,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",6.6,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H1_rolling_2026,rolling,2026,P1-H1,luhong,647.5,"{""kind"": ""cold_count_hour"", ""model_id"": ""P1-H1"", ""temperature"": 22}",6.6,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-H2_rolling_2026,rolling,2026,P1-H2,bannei,2621.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",17.3,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H2_rolling_2026,rolling,2026,P1-H2,hongming,3093,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",17.3,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H2_rolling_2026,rolling,2026,P1-H2,luhong,1375.1,"{""kind"": ""cold_degree_hour"", ""model_id"": ""P1-H2"", ""temperature"": 22}",17.3,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P1_P1-H3_rolling_2026,rolling,2026,P1-H3,bannei,571.6846154,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P1_P1-H3_rolling_2026,rolling,2026,P1-H3,hongming,552.0461538,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P1_P1-H3_rolling_2026,rolling,2026,P1-H3,luhong,328.0346154,"{""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 12, ""upper"": 25}",6.7,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
